ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
CC	GO:0032589	neuron projection membrane	30/5175	61/19559	1.2066728927440398e-4	0.001966620076259435	0.0015404334800987744	3643/3756/6092/3746/286/2564/23710/388336/6506/747/3747/135/2557/23109/9750/8516/3208/4988/490/26047/9495/3749/729956/7399/3767/2555/79971/6711/2566/729993	30
CC	GO:0031301	integral component of organelle membrane	129/5175	367/19559	1.3043551505432803e-4	0.0020815334277419846	0.0016304439381791005	80775/9695/3955/578/113829/55711/84447/55161/259230/153129/8879/8675/27235/5828/7355/57030/23761/6319/3123/1268/9159/56907/811/9583/215/8800/1353/26580/7108/79071/3134/10989/6536/10396/93380/11079/51495/81502/25874/253832/10245/5045/26608/6253/2218/23065/89941/64840/55670/8674/8818/9900/10058/6786/79944/10282/9451/637/55831/1374/3895/23353/169714/1201/51604/10170/90550/5125/2923/22845/118980/94097/80856/142891/92960/54788/6843/57143/10269/6845/23443/23344/57222/6891/55288/6857/6238/261729/10452/5025/5193/10228/3930/3127/51241/54332/84912/83460/6785/64834/3113/79135/821/91252/1388/55624/10299/22926/158866/113419/23471/79139/55333/6252/2555/133022/79971/84236/3107/51283/84188/139322/126129/291/388662/1717/22987/6890/57171	129
CC	GO:0030667	secretory granule membrane	110/5175	306/19559	1.4668412360384128e-4	0.002201619666220798	0.0017245062659692941	57826/9545/6836/53916/5879/4126/10959/10326/9761/387/10288/84658/857/932/5724/290/5788/81619/23218/948/5908/202915/10396/682/5660/5869/391/339168/2319/6678/9218/64114/4311/960/5663/338339/5337/3709/5547/334/10970/967/858/7879/5787/53917/5906/762/8694/11031/6844/196527/2207/3903/29106/54495/8649/5317/8153/6843/55004/5864/6845/221/81833/6857/26002/22931/5099/634/374403/51143/2548/8895/3685/7133/54918/5873/5874/10857/6793/127829/8560/22875/1088/135228/9321/21/6402/55/961/23114/1650/8618/23385/10890/3107/10788/6622/9501/121260/140885/10972/55754/1832/79930/9749/968/127833/1604	110
CC	GO:0098791	Golgi apparatus subcompartment	129/5175	368/19559	1.4911715438819517e-4	0.002201619666220798	0.0017245062659692941	2650/63941/53349/55858/2528/2526/23062/9334/259230/11320/6483/5879/10959/8675/4074/23258/8218/6480/23208/3123/10618/79586/6272/9159/51617/84725/23057/5007/122553/54928/10893/10396/55204/146705/80262/23647/84068/8853/2529/92979/5045/1211/283987/2530/8704/93643/22836/4311/8674/9950/55300/6653/2803/7443/10282/57614/83871/5205/5872/666/1213/27236/64131/1201/762/2591/64149/11031/26960/6844/8615/80124/5125/51763/2804/57511/54480/25843/2800/10040/10466/6293/6845/55959/57574/8601/4952/10228/8720/3127/5874/51128/5587/164/6311/57589/80148/286451/3113/27065/54715/164633/286410/27252/25999/8938/79971/10981/339122/8613/22856/10890/2589/192683/25963/2523/9527/4247/27314/8702/221079/55361/8766/10690/134829/8934/653519/59352/8905	129
CC	GO:0030672	synaptic vesicle membrane	45/5175	104/19559	1.4945720971733877e-4	0.002201619666220798	0.0017245062659692941	8927/8675/54910/57030/6536/10396/80262/55784/112476/1211/5869/5865/8674/9900/23176/2572/26503/115827/6844/84062/8448/6570/6571/6843/5864/6845/284612/808/6857/23312/10228/5874/5867/9381/22895/2555/192683/6853/55361/55530/388662/127833/22987/11021/84937	45
CC	GO:0099501	exocytic vesicle membrane	45/5175	104/19559	1.4945720971733877e-4	0.002201619666220798	0.0017245062659692941	8927/8675/54910/57030/6536/10396/80262/55784/112476/1211/5869/5865/8674/9900/23176/2572/26503/115827/6844/84062/8448/6570/6571/6843/5864/6845/284612/808/6857/23312/10228/5874/5867/9381/22895/2555/192683/6853/55361/55530/388662/127833/22987/11021/84937	45
CC	GO:0090575	RNA polymerase II transcription regulator complex	64/5175	161/19559	1.5359264212697443e-4	0.0022198483748917435	0.001738784627852541	5450/5451/28996/6883/1870/5087/51616/7090/6882/2957/4087/4331/6774/6875/3192/4089/112950/8463/9421/7088/6934/9282/7421/83463/1871/144455/27097/9519/51003/6874/5925/10589/865/9441/1869/129685/64210/607/429/3219/7003/4601/405/4149/51176/1875/6938/8928/864/4862/6908/1482/1388/4088/2353/7091/2071/3725/1385/902/83860/2494/4760/4092	64
CC	GO:0034706	sodium channel complex	16/5175	26/19559	1.762717105074299e-4	0.002500446856457246	0.0019585745611936656	6323/6327/6326/6334/6330/6332/2900/2901/6331/2898/6329/55800/8913/6340/2899/6338	16
CC	GO:0099059	integral component of presynaptic active zone membrane	11/5175	15/19559	1.9958439454081036e-4	0.002779666294877468	0.0021772843040815675	5818/23208/27020/9378/2823/5030/490/1008/821/493/776	11
CC	GO:0032585	multivesicular body membrane	10/5175	13/19559	2.1009768719195318e-4	0.002873836221232788	0.002251046648485213	51617/9146/6653/967/5873/5874/27065/55340/54602/55353	10
CC	GO:0030136	clathrin-coated vesicle	74/5175	194/19559	2.289593177766487e-4	0.003076891884507244	0.0024100980818594605	23062/4074/51762/8218/57030/23208/3123/25977/10618/7039/6272/112574/1889/950/6572/57120/8724/5286/920/915/5045/7037/6440/1211/163/8120/9892/8674/1906/163486/22905/23677/9779/5872/1213/2572/8301/54732/6844/2060/57720/6570/6571/8546/5864/6845/7474/10188/26276/3092/6857/261729/8322/4952/10228/23245/3127/5873/57214/29988/5874/1956/164/3113/10456/8650/9685/9026/10972/4900/1950/127833/134829/11021	74
CC	GO:0005802	trans-Golgi network	90/5175	245/19559	2.4379382490867974e-4	0.003219759825518081	0.0025220050852622048	2650/55858/2526/23062/5879/8675/4074/23258/8218/23208/3123/10618/9159/51617/84725/23057/5007/122553/54928/10893/10396/55204/146705/80262/23647/84068/2529/92979/5045/1211/93643/22836/4311/8674/55300/6653/2803/57614/5205/5872/666/1213/27236/1201/762/64149/11031/26960/6844/5125/51763/57511/2800/10466/6293/6845/57574/8601/4952/10228/3127/5587/164/6311/57589/80148/286451/3113/27065/54715/164633/286410/27252/25999/8938/79971/10981/339122/8613/10890/192683/27314/221079/55361/8766/10690/134829/8934/59352/8905	90
CC	GO:0030175	filopodium	45/5175	106/19559	2.530940450543722e-4	0.003285932856129646	0.0025738377463156506	22871/1605/57698/2043/25983/8633/25960/1525/22902/2823/4133/3093/57451/9750/58/382/10642/54942/57471/9936/4478/8087/1756/10411/121512/55607/6845/2332/7402/374403/88/3685/3655/55/4534/10006/322/4644/10788/388325/9368/4771/10630/7802/5756	45
CC	GO:0032839	dendrite cytoplasm	19/5175	34/19559	2.6337625115008424e-4	0.003362436806349409	0.0026337625115008425	1742/23710/3192/3798/4133/2319/3800/3208/4988/6416/2898/5594/821/100/9026/84945/3799/79971/2899	19
CC	GO:0045178	basal part of cell	32/5175	69/19559	2.898836721991084e-4	0.0036401785722051973	0.0028513148085158205	200958/1605/947/2191/2066/6541/6558/659/6536/358/55811/1906/5547/975/4891/2064/1131/2060/4363/55914/667/9132/4233/634/27202/7010/6566/6507/3655/1956/2065/9635	32
CC	GO:0098936	intrinsic component of postsynaptic membrane	50/5175	122/19559	3.309979315403416e-4	0.004089426057417769	0.0032032057891000806	57406/22871/2903/1272/57497/2561/2043/57053/3736/107/3359/27020/3746/2066/3752/2894/148/6529/10368/401190/388336/6536/146395/1630/747/2045/5100/4897/135/2557/26045/2900/1131/80863/4988/9746/1008/729956/53826/2901/3738/821/2902/25945/57555/6532/57622/9890/1949/729993	50
CC	GO:0005874	microtubule	146/5175	431/19559	3.4298062431200915e-4	0.004170208860682523	0.00326648213630485	10694/6760/4296/22919/55346/9545/9371/90417/64446/65055/1639/7203/64837/57698/4131/23322/1641/89796/5048/7178/84276/1808/7283/8661/10128/23281/55698/29127/285331/26052/23095/6990/7756/158297/157922/6288/23710/10982/3192/6645/324/3798/27436/57662/54617/4135/55582/57509/57326/8867/27067/4133/151393/6993/84861/283987/9053/4281/6840/11092/283349/79969/348235/146754/23623/9903/6786/90990/26095/1759/3800/1213/10126/11258/221150/55614/1453/83659/11076/27185/22924/164395/9638/10726/79659/667/8452/9181/221035/7074/10749/7461/808/23354/2620/3925/51143/22948/57701/91039/51473/22933/55605/145483/27019/344148/221458/84376/80346/1769/827/56890/3619/54867/84056/1739/201625/57619/285753/79884/11127/51626/51673/3799/25999/357/51308/83544/54801/2288/79929/55567/51203/9793/4644/9751/81565/8766/10783/146909/140609/23116/23291/6249/10844/10382	146
CC	GO:0031256	leading edge membrane	67/5175	175/19559	3.904623400770597e-4	0.004673346132797309	0.003660584438222436	1969/1803/3643/5879/3756/6092/2191/3746/387/286/2564/23710/388336/324/6506/747/5796/3747/23586/135/2557/23109/960/23550/9750/8516/3208/4988/490/23362/26047/29993/9495/7168/3749/51763/729956/7399/57669/81848/5058/114609/9181/221472/7074/3685/4830/9107/57608/10395/92154/3767/9912/57026/5341/9026/2555/79971/6711/388325/2566/4771/10630/23129/64787/5756/729993	67
CC	GO:0034705	potassium channel complex	41/5175	96/19559	4.0114212836817704e-4	0.004727305697384979	0.00370285041570625	56479/30818/126755/3790/3756/10021/3736/3746/3752/1742/3747/3743/2900/1740/3750/23704/23415/3753/3778/26047/6844/6833/3749/1804/30819/9132/808/2901/3738/2898/3739/57628/3767/348980/3760/57463/2899/10060/23630/2017/3764	41
CC	GO:0099055	integral component of postsynaptic membrane	48/5175	117/19559	4.18881551507874e-4	0.004861564673561083	0.003808014104617037	57406/22871/2903/57497/2561/2043/57053/3736/107/3359/27020/3746/2066/3752/2894/148/6529/10368/388336/6536/146395/1630/747/2045/5100/4897/135/2557/26045/2900/1131/80863/4988/9746/1008/729956/53826/2901/3738/821/2902/25945/57555/6532/57622/9890/1949/729993	48
CC	GO:0036464	cytoplasmic ribonucleoprotein granule	85/5175	233/19559	4.601781876831909e-4	0.0052611416681391686	0.0041209986956703675	23112/27161/27327/23185/79727/284131/5879/1994/26058/9710/23369/84331/85463/113251/129563/26065/57532/10482/23351/2690/9698/3192/9924/7812/23034/5701/60/149041/26986/55802/23019/10970/3190/27097/64332/10642/340554/3236/23367/255967/22794/4154/9582/580/26019/29986/84271/84206/1656/136991/221400/192669/8087/11273/7072/161829/4904/57819/57523/219988/2332/4163/5563/4848/192670/25804/7150/23741/6311/9337/10456/1511/6158/54715/55095/29760/6093/6629/55308/5436/84944/348262/80153/85363/57379	85
CC	GO:0008021	synaptic vesicle	76/5175	205/19559	5.193435582644836e-4	0.005841815551246543	0.004575834635441158	2903/8927/9545/8675/54910/51762/57030/23208/5127/1742/23095/112755/5538/6536/10396/80262/23157/55784/10987/112476/1211/5869/5865/9892/4311/8674/5663/9900/23176/1759/5872/2572/1201/26503/115827/8301/54732/6844/84062/27185/8448/6570/6571/6843/5142/5864/6845/284612/9162/808/6857/23312/23335/10228/29988/5874/5867/9114/2902/7416/9381/22895/9001/2555/23385/10890/192683/6853/55361/81565/55530/388662/127833/22987/11021/84937	76
CC	GO:0035371	microtubule plus-end	14/5175	23/19559	5.30213169394084e-4	0.005841815551246543	0.004575834635441158	22919/90417/1639/10982/22924/667/7461/57701/344148/25999/9793/4644/146909/6249	14
CC	GO:0030662	coated vesicle membrane	69/5175	183/19559	5.338473741348016e-4	0.005841815551246543	0.004575834635441158	10959/4074/8218/57030/23208/3123/25977/10618/7039/372/950/6572/10483/3134/146705/3998/56681/920/915/10802/7037/1211/163/8120/203547/90411/8674/22905/9779/1213/2572/8301/6811/6844/8615/2060/22937/6570/6571/8546/22818/5864/6845/7474/3092/6857/8322/10484/3127/89866/57214/29988/1956/51128/164/3113/9685/51014/9026/10945/25956/3107/147007/10427/10972/4900/1950/127833/11021	69
CC	GO:0098982	GABA-ergic synapse	33/5175	74/19559	5.68019345559726e-4	0.006128208714066904	0.004800163483603319	57406/8927/2561/1605/491/55752/27020/1946/1268/2066/3752/3084/148/6529/9378/2557/1012/9900/26045/27445/490/9746/1008/22829/492/2569/26059/57555/53942/2566/2743/388662/2560	33
CC	GO:0035770	ribonucleoprotein granule	87/5175	243/19559	7.877735082682265e-4	0.008381034824075855	0.006564779235568555	23112/27161/27327/23185/79727/284131/5879/1994/26058/9710/23369/84331/85463/113251/129563/26065/57532/10482/23351/2690/9698/3192/9924/7812/23034/5701/60/149041/26986/55802/23019/22907/10970/3190/27097/64332/2926/10642/340554/3236/23367/255967/22794/4154/9582/580/26019/29986/84271/84206/1656/136991/221400/192669/8087/11273/7072/161829/4904/57819/57523/219988/2332/4163/5563/4848/192670/25804/7150/23741/6311/9337/10456/1511/6158/54715/55095/29760/6093/6629/55308/5436/84944/348262/80153/85363/57379	87
CC	GO:0032838	plasma membrane bounded cell projection cytoplasm	77/5175	211/19559	8.180008465995239e-4	0.008583406143770346	0.006723294629585129	9371/64446/989/348807/23322/1641/5048/7345/80128/1742/55207/23095/158297/23710/26985/3192/3798/66000/4133/22906/2319/8120/7014/146754/26074/388552/55212/158798/1740/79582/3800/25876/3208/55626/30849/4988/5573/84062/54768/79659/667/8546/2332/200373/10749/6416/1063/2898/51473/126820/5594/5874/27019/127829/821/1769/100/55860/9026/5576/84945/11127/55330/51626/3799/9001/79971/83544/55567/3315/2899/26258/81565/23291/7802/57539/10382	77
CC	GO:0098945	intrinsic component of presynaptic active zone membrane	12/5175	19/19559	8.419571646025335e-4	0.008715394433588387	0.006826679712993516	5818/23208/27020/9378/2823/5030/2319/490/1008/821/493/776	12
CC	GO:0016607	nuclear speck	134/5175	401/19559	0.0010764457615763266	0.010994099378232883	0.008611566092610615	79005/55671/6427/2334/8525/80145/11052/9320/10450/5411/4208/665/11325/55604/11221/9158/3603/5324/4152/23254/8899/9775/116028/64344/11176/54439/8446/8204/10915/10482/6239/9802/3192/51755/55904/85403/6729/5501/146705/10933/995/8405/10772/1859/10454/6651/25898/4223/5458/1432/10409/23464/367/10465/9739/9589/1665/2122/54033/9263/9646/140890/163486/6432/22985/10970/144455/27097/64332/79933/54815/57459/10284/79228/22794/27339/54942/51329/1408/580/4488/84271/9404/6431/5071/2908/11273/6732/55914/2057/51501/219988/5563/5275/6891/5994/6938/1198/27332/5511/11339/6944/55660/54890/10346/55589/23451/57187/57018/10135/79960/7490/55105/8227/50809/10014/5894/9321/7486/54801/322/83932/9295/204851/6446/9410/6629/3600/10783/3651/988/4338/91746/11193	134
CC	GO:0016324	apical plasma membrane	122/5175	361/19559	0.0011056943120219356	0.011144234776431615	0.008729165621225807	128338/286204/200958/79849/1803/989/22941/947/359/7369/57282/3736/10057/6541/65010/11309/6558/50507/659/51765/3570/53905/948/6536/6781/154810/2694/2013/358/113235/5584/3747/7379/5030/55811/79981/5794/6584/960/5663/6559/5337/84417/5745/9750/5205/4891/2064/287/23704/1244/9390/57835/762/490/3753/25778/50617/5169/3778/54106/9376/523/51735/2060/10804/784/56302/4478/11136/4363/7399/66002/55107/6555/9693/117583/10768/11045/312/22931/634/23094/526/7010/177/6566/81693/5873/5874/1956/363/9114/10456/9180/6340/1739/57619/6533/9026/92140/64116/159963/6565/357/5243/23418/5314/2065/9368/8611/55754/9497/5593/5172/10630/482/23516/245972/4284/2760/6338	122
CC	GO:0005938	cell cortex	105/5175	305/19559	0.0011823699056346519	0.011762277243066796	0.009213271991958328	51411/22919/8927/1639/989/2246/5879/390/55752/2263/80762/5048/387/444/91663/857/56907/1742/4628/9948/8976/5579/55188/89848/27289/2316/23647/23157/1073/2038/5829/1211/25924/60/55964/391/22906/2319/54443/1490/22836/5663/23176/3709/6786/1894/9590/382/85477/4082/27445/3918/4739/57471/2998/26064/9936/8153/10411/9783/10486/3993/9743/667/3059/55607/2243/346288/117583/6709/11214/7402/55915/4336/88/23245/51473/10395/364/92154/26059/10129/10456/2185/149371/9886/57619/4289/9026/10121/357/5357/11034/120/6711/23221/23237/10890/6622/2241/4771/387755/2017/824/2023	105
CC	GO:0030673	axolemma	10/5175	15/19559	0.0012812893740269953	0.01253910142590729	0.009821750464157147	3756/6092/3746/286/6506/3747/135/26047/3767/6711	10
CC	GO:0010494	cytoplasmic stress granule	32/5175	74/19559	0.0012931971444473576	0.01253910142590729	0.009821750464157147	23185/79727/284131/1994/26058/23369/84331/113251/26065/57532/10482/9698/7812/149041/26986/3190/10642/23367/22794/4154/1656/11273/7072/4904/2332/5563/6311/1511/54715/6093/55308/348262	32
CC	GO:0031901	early endosome membrane	60/5175	161/19559	0.0016402336945762473	0.015705237625567567	0.012301752709321856	55858/23062/83737/9765/2043/81609/3756/4915/51617/857/3134/202915/8724/93380/124460/747/57537/151636/5869/926/7251/9146/387849/5663/26060/6653/382/666/1201/9516/55614/11031/2060/55697/220972/8723/10938/221472/23161/26276/100137049/58533/29126/4952/54918/2046/1956/5867/27065/25999/79971/23237/55283/3107/55361/114880/79666/5371/23516/134829	60
CC	GO:0030176	integral component of endoplasmic reticulum membrane	59/5175	158/19559	0.0016889987108443681	0.01579189048566723	0.012369627012271985	9695/84447/55161/259230/8879/6319/3123/811/26580/7108/79071/3134/93380/51495/81502/26608/6253/23065/64840/8818/6786/9451/55831/3895/1201/51604/10170/2923/22845/80856/142891/54788/10269/23344/57222/6891/6238/3127/84912/83460/6785/64834/3113/821/1388/10299/22926/113419/23471/79139/6252/133022/84236/3107/51283/126129/1717/6890/57171	59
CC	GO:0016605	PML body	41/5175	102/19559	0.0016962647839093737	0.01579189048566723	0.012369627012271985	28996/29855/7874/94241/26036/58476/6996/79618/7750/10409/6934/6612/55159/57451/55743/5987/2000/5925/5598/23411/6304/23468/4261/10891/6117/4149/6670/219988/4778/10241/546/11073/54778/27252/2872/204851/5888/6049/6693/3669/5371	41
CC	GO:0005881	cytoplasmic microtubule	33/5175	78/19559	0.0017111317366976244	0.01579189048566723	0.012369627012271985	6760/22919/9545/65055/23322/5048/7178/7283/23281/6990/158297/6288/10982/324/6993/283987/4281/11092/22924/221035/7461/145483/80346/54867/79884/51626/51308/9751/146909/23116/23291/6249/10844	33
CC	GO:0060076	excitatory synapse	24/5175	52/19559	0.0017391765171380705	0.01585963347771145	0.012422689408129076	22871/8927/2892/27286/57030/23208/2263/1742/10368/388336/6536/26045/9495/22829/729956/5142/9162/6857/57863/152404/869/93664/2902/3760	24
CC	GO:0070382	exocytic vesicle	79/5175	223/19559	0.001867340063683801	0.016828029279785783	0.01318122397894448	2903/8927/9545/8675/54910/51762/57030/23208/5127/1742/3479/23095/112755/5538/6536/10396/80262/23157/55784/10987/112476/1211/5869/5865/9892/4311/8674/5663/9900/23176/1759/84958/5872/2572/1201/26503/115827/8301/54732/6844/84062/27185/8448/6570/6571/6843/5142/5864/6845/284612/9162/808/6857/23312/23335/10228/5873/29988/5874/5867/9114/2902/7416/9381/22895/9001/2555/23385/10890/192683/6853/55361/81565/55530/388662/127833/22987/11021/84937	79
CC	GO:0031965	nuclear membrane	102/5175	301/19559	0.002433491527586657	0.02167505244338813	0.016977847866883656	79647/255919/23225/144404/3840/83699/9330/3756/5048/6272/23333/23369/27346/2692/10128/23439/7108/148/9378/146705/1238/1003/51495/54498/11270/51230/358/26049/114882/5621/84812/10390/9218/9589/51155/5663/57462/23306/4521/666/23353/169714/51246/5987/10762/147138/22794/53343/56255/51096/10927/55852/23411/11342/894/6386/55914/54788/5058/4904/10269/2776/25909/3177/144165/5025/26057/79982/22929/3930/23155/2042/1956/9972/1019/29843/23108/10456/28959/9805/79073/10227/4088/283417/2986/92140/23175/166336/80314/54980/1910/163590/114880/6049/5593/6783/83860/9883/5743/1717/9635/23223	102
CC	GO:1902911	protein kinase complex	41/5175	104/19559	0.002602682281809176	0.022915570435239414	0.01794953297799432	54619/1021/1163/3643/219771/92/5111/4331/51341/5255/5565/140775/51755/899/7046/51719/79616/23085/152110/890/4217/83667/5571/9779/135644/5925/3667/64210/5564/5573/894/5261/53632/898/1019/5576/27013/2071/1164/902/130399	41
CC	GO:0032281	AMPA glutamate receptor complex	14/5175	26/19559	0.0027255149049227817	0.023457802440121918	0.018374257785996287	57406/2892/1742/118427/10368/388336/64840/729956/402117/2893/59283/126129/729993/93145	14
CC	GO:0098827	endoplasmic reticulum subcompartment	14/5175	26/19559	0.0027255149049227817	0.023457802440121918	0.018374257785996287	65055/444/2280/6253/6786/7905/25923/80856/10193/221035/22931/80346/51308/10890	14
